variant,task_id,mode,forced_spans,target_key,target_index,target_label,pred_label,correct,score_A,score_B,score_C,score_D
compact_kv,6,oracle_key_label,"key,label",K006014-P5JCY7U,14,D,D,1,-4.548452377319336,-4.900014877319336,-4.228139877319336,-0.2672024071216583
compact_kv,6,oracle_record,record,K006014-P5JCY7U,14,D,D,1,-4.450597763061523,-4.786535263061523,-4.302160263061523,-0.2865354120731354
compact_kv,7,baseline,,K007015-UBJYRJ8,15,C,C,1,-4.279614448547363,-2.9593019485473633,-0.9280518293380737,-2.9124269485473633
compact_kv,7,qabs8cand5reuse,,K007015-UBJYRJ8,15,C,D,0,-2.7261784076690674,-2.2418034076690674,-2.7574284076690674,-1.7105534076690674
compact_kv,7,oracle_key_label,"key,label",K007015-UBJYRJ8,15,C,C,1,-4.654580116271973,-3.4045801162719727,-0.7327052354812622,-3.6467676162719727
compact_kv,7,oracle_record,record,K007015-UBJYRJ8,15,C,C,1,-4.925539970397949,-3.44116473197937,-0.5583522319793701,-3.81616473197937
compact_kv,8,baseline,,K008012-XF49NRF,12,A,A,1,-1.5687506198883057,-4.545312881469727,-2.6156256198883057,-3.5921881198883057
compact_kv,8,qabs8cand5reuse,,K008012-XF49NRF,12,A,A,1,-2.1323776245117188,-2.8980026245117188,-2.3198776245117188,-2.8120651245117188
compact_kv,8,oracle_key_label,"key,label",K008012-XF49NRF,12,A,A,1,-0.892203152179718,-4.071890830993652,-2.8453280925750732,-3.8062655925750732
compact_kv,8,oracle_record,record,K008012-XF49NRF,12,A,A,1,-0.6770132184028625,-4.395763397216797,-3.2004506587982178,-4.255138397216797
compact_kv,9,baseline,,K009012-765WL6Z,12,C,C,1,-3.3754427433013916,-4.2895050048828125,-0.7816927433013916,-4.2582550048828125
compact_kv,9,qabs8cand5reuse,,K009012-765WL6Z,12,C,D,0,-1.6196223497390747,-3.549309730529785,-3.064934730529785,-1.1196223497390747
compact_kv,9,oracle_key_label,"key,label",K009012-765WL6Z,12,C,C,1,-3.0967140197753906,-4.526401519775391,-0.3935891091823578,-4.823276519775391
compact_kv,9,oracle_record,record,K009012-765WL6Z,12,C,C,1,-3.2860498428344727,-4.942299842834473,-0.3485497534275055,-4.957924842834473
compact_kv,10,baseline,,K010005-96MBTF4,5,A,A,1,-1.8037028312683105,-4.2724528312683105,-2.4130778312683105,-4.1318278312683105
compact_kv,10,qabs8cand5reuse,,K010005-96MBTF4,5,A,A,1,-1.7302277088165283,-3.2458527088165283,-2.9177277088165283,-2.4489777088165283
compact_kv,10,oracle_key_label,"key,label",K010005-96MBTF4,5,A,A,1,-1.1710336208343506,-4.59290885925293,-1.8585336208343506,-4.53040885925293
compact_kv,10,oracle_record,record,K010005-96MBTF4,5,A,A,1,-1.0814528465270996,-4.8080153465271,-1.8627028465270996,-4.1752028465271
compact_kv,11,baseline,,K011001-F36U8Y8,1,B,B,1,-1.662325143814087,-1.193575143814087,-3.724825143814087,-4.740449905395508
compact_kv,11,qabs8cand5reuse,,K011001-F36U8Y8,1,B,B,1,-2.036632537841797,-1.0366324186325073,-3.356945037841797,-4.075695037841797
compact_kv,11,oracle_key_label,"key,label",K011001-F36U8Y8,1,B,B,1,-2.340747117996216,-0.9344971776008606,-3.934497117996216,-4.246997356414795
compact_kv,11,oracle_record,record,K011001-F36U8Y8,1,B,B,1,-2.5847649574279785,-0.834764838218689,-3.5535149574279785,-4.5691399574279785
compact_kv,12,baseline,,K012002-H2EYS26,2,C,C,1,-3.744757652282715,-3.815070152282715,-2.041632652282715,-2.072882652282715
compact_kv,12,qabs8cand5reuse,,K012002-H2EYS26,2,C,C,1,-3.1883978843688965,-3.4071478843688965,-1.555585265159607,-1.649335265159607
compact_kv,12,oracle_key_label,"key,label",K012002-H2EYS26,2,C,D,0,-3.32446551322937,-3.43384051322937,-2.40259051322937,-2.16821551322937
compact_kv,12,oracle_record,record,K012002-H2EYS26,2,C,D,0,-3.6405839920043945,-3.5312089920043945,-2.1874589920043945,-2.1093339920043945
compact_kv,13,baseline,,K013010-NYF8AQV,10,C,C,1,-3.537766456604004,-3.397141456604004,-0.44401639699935913,-4.201828956604004
compact_kv,13,qabs8cand5reuse,,K013010-NYF8AQV,10,C,A,0,-1.5451343059539795,-2.8888843059539795,-2.4904468059539795,-1.8888843059539795
compact_kv,13,oracle_key_label,"key,label",K013010-NYF8AQV,10,C,C,1,-3.2346861362457275,-4.148748874664307,-0.4221861958503723,-3.9924986362457275
compact_kv,13,oracle_record,record,K013010-NYF8AQV,10,C,C,1,-2.851410150527954,-3.617035150527954,-0.5389100909233093,-3.671722650527954
compact_kv,14,baseline,,K014012-HM5JXWJ,12,B,B,1,-1.970313549041748,-1.064063549041748,-3.157813549041748,-4.751563549041748
compact_kv,14,qabs8cand5reuse,,K014012-HM5JXWJ,12,B,B,1,-2.2523486614227295,-1.6742236614227295,-1.9242236614227295,-3.5023486614227295
compact_kv,14,oracle_key_label,"key,label",K014012-HM5JXWJ,12,B,B,1,-3.6830856800079346,-0.41746068000793457,-3.7143356800079346,-5.7221479415893555
compact_kv,14,oracle_record,record,K014012-HM5JXWJ,12,B,B,1,-3.5296144485473633,-0.43586432933807373,-3.4671144485473633,-5.584301948547363
compact_kv,15,baseline,,K015005-8BXAYR2,5,A,A,1,-1.1365325450897217,-3.7693450450897217,-4.370907783508301,-5.253720283508301
compact_kv,15,qabs8cand5reuse,,K015005-8BXAYR2,5,A,A,1,-1.2817174196243286,-2.523904800415039,-2.937967300415039,-2.906717300415039
compact_kv,15,oracle_key_label,"key,label",K015005-8BXAYR2,5,A,A,1,-0.8380969762802124,-3.134972095489502,-3.502159595489502,-3.775597095489502
compact_kv,15,oracle_record,record,K015005-8BXAYR2,5,A,A,1,-1.0025430917739868,-2.8775429725646973,-3.7916054725646973,-3.4166054725646973
json_kv,0,baseline,,K000010-KWU6MV4,10,D,A,0,-1.2687324285507202,-1.6906074285507202,-4.40154504776001,-2.1437325477600098
json_kv,0,qabs8cand5reuse,,K000010-KWU6MV4,10,D,A,0,-1.3994042873382568,-1.5087792873382568,-3.290029287338257,-3.102529287338257
json_kv,0,oracle_key_label,"key,label",K000010-KWU6MV4,10,D,B,0,-1.5905742645263672,-0.9499492645263672,-3.684324264526367,-3.137449264526367
json_kv,0,oracle_record,record,K000010-KWU6MV4,10,D,B,0,-1.6572505235671997,-0.8291255235671997,-3.67287540435791,-2.34475040435791
json_kv,1,baseline,,K001012-798XGAD,12,C,C,1,-5.649134635925293,-3.211634874343872,-0.1491347700357437,-5.836634635925293
json_kv,1,qabs8cand5reuse,,K001012-798XGAD,12,C,C,1,-2.857107639312744,-1.2789827585220337,-0.9977327585220337,-2.560232639312744
json_kv,1,oracle_key_label,"key,label",K001012-798XGAD,12,C,C,1,-4.208672523498535,-1.9117977619171143,-0.36492276191711426,-2.9586727619171143
json_kv,1,oracle_record,record,K001012-798XGAD,12,C,C,1,-5.100791931152344,-3.2257919311523438,-0.1632918119430542,-3.6632919311523438
json_kv,2,baseline,,K002008-9XDAPCX,8,B,B,1,-4.628735065460205,-0.6599851846694946,-1.5974851846694946,-3.628735065460205
json_kv,2,qabs8cand5reuse,,K002008-9XDAPCX,8,B,B,1,-3.961754322052002,-0.9461294412612915,-1.1492544412612915,-3.133629322052002
json_kv,2,oracle_key_label,"key,label",K002008-9XDAPCX,8,B,B,1,-4.628087520599365,-0.35465008020401,-2.0265250205993652,-4.643712520599365
json_kv,2,oracle_record,record,K002008-9XDAPCX,8,B,B,1,-4.634835243225098,-0.306710422039032,-2.4942104816436768,-4.181710243225098
json_kv,3,baseline,,K003004-VBEVZVC,4,A,A,1,-0.3110009729862213,-5.295375823974609,-4.514125823974609,-3.2485010623931885
json_kv,3,qabs8cand5reuse,,K003004-VBEVZVC,4,A,A,1,-0.45312297344207764,-4.687498092651367,-3.156248092651367,-1.8124979734420776
json_kv,3,oracle_key_label,"key,label",K003004-VBEVZVC,4,A,A,1,-0.22636711597442627,-5.195116996765137,-3.8513669967651367,-2.8513669967651367
json_kv,3,oracle_record,record,K003004-VBEVZVC,4,A,A,1,-0.2290908694267273,-5.229090690612793,-3.854090929031372,-2.682215929031372
json_kv,4,baseline,,K004013-XLK9J9L,13,A,A,1,-0.25182637572288513,-4.986201286315918,-4.986201286315918,-3.064326286315918
json_kv,4,qabs8cand5reuse,,K004013-XLK9J9L,13,A,A,1,-0.8785058259963989,-2.7378807067871094,-3.4722557067871094,-1.144130825996399
json_kv,4,oracle_key_label,"key,label",K004013-XLK9J9L,13,A,A,1,-0.529617428779602,-2.5139923095703125,-3.3889923095703125,-1.810867428779602
json_kv,4,oracle_record,record,K004013-XLK9J9L,13,A,A,1,-0.351102352142334,-2.632352352142334,-3.819852352142334,-2.429227352142334
json_kv,5,baseline,,K005010-ZEBUYYY,10,C,C,1,-4.051167011260986,-4.394917011260986,-0.14491680264472961,-5.746479511260986
json_kv,5,qabs8cand5reuse,,K005010-ZEBUYYY,10,C,C,1,-2.899606227874756,-2.258981227874756,-0.32148122787475586,-4.133981227874756
json_kv,5,oracle_key_label,"key,label",K005010-ZEBUYYY,10,C,C,1,-3.6322877407073975,-2.8510377407073975,-0.16353771090507507,-5.022912502288818
json_kv,5,oracle_record,record,K005010-ZEBUYYY,10,C,C,1,-3.5865468978881836,-2.9459218978881836,-0.16467179358005524,-5.258421897888184
json_kv,6,baseline,,K006009-GKTMT2H,9,D,C,0,-3.8815205097198486,-5.100270748138428,-0.2721455991268158,-3.6471455097198486
json_kv,6,qabs8cand5reuse,,K006009-GKTMT2H,9,D,C,0,-3.004033088684082,-3.816533088684082,-0.2227831929922104,-4.097783088684082
json_kv,6,oracle_key_label,"key,label",K006009-GKTMT2H,9,D,C,0,-3.802593231201172,-4.411968231201172,-0.14634327590465546,-3.990093231201172
json_kv,6,oracle_record,record,K006009-GKTMT2H,9,D,C,0,-4.045609474182129,-4.858109474182129,-0.10810958594083786,-4.686234474182129
json_kv,7,baseline,,K007006-FTAG53C,6,A,D,0,-1.322224736213684,-2.7753496170043945,-3.8222246170043945,-1.212849736213684
json_kv,7,qabs8cand5reuse,,K007006-FTAG53C,6,A,D,0,-1.4905610084533691,-2.615561008453369,-3.381186008453369,-0.7249360084533691
json_kv,7,oracle_key_label,"key,label",K007006-FTAG53C,6,A,D,0,-1.521150827407837,-2.536775827407837,-3.630525827407837,-0.6774008870124817
json_kv,7,oracle_record,record,K007006-FTAG53C,6,A,D,0,-1.2827472686767578,-2.345247268676758,-3.735872268676758,-0.876497209072113
json_kv,8,baseline,,K008014-ABUPFNB,14,D,A,0,-0.8490281701087952,-4.89590311050415,-4.36465311050415,-0.9896531701087952
json_kv,8,qabs8cand5reuse,,K008014-ABUPFNB,14,D,A,0,-0.8448854088783264,-3.8292603492736816,-3.0167603492736816,-1.3761353492736816
json_kv,8,oracle_key_label,"key,label",K008014-ABUPFNB,14,D,D,1,-1.1965446472167969,-4.555919647216797,-3.352794647216797,-0.7434196472167969
json_kv,8,oracle_record,record,K008014-ABUPFNB,14,D,D,1,-1.3393895626068115,-4.683139801025391,-3.1518895626068115,-0.6675145626068115
json_kv,9,baseline,,K009006-QZNS6G6,6,C,A,0,-1.059417486190796,-4.629730224609375,-1.153167486190796,-3.481292486190796
json_kv,9,qabs8cand5reuse,,K009006-QZNS6G6,6,C,C,1,-1.2432128190994263,-3.6338376998901367,-1.0244628190994263,-3.1494626998901367
json_kv,9,oracle_key_label,"key,label",K009006-QZNS6G6,6,C,C,1,-1.3120564222335815,-3.046431541442871,-1.0620564222335815,-3.030806541442871
json_kv,9,oracle_record,record,K009006-QZNS6G6,6,C,C,1,-1.6440370082855225,-3.0815370082855225,-0.8002869486808777,-2.7846620082855225
json_kv,10,baseline,,K010014-97AJ8PD,14,A,A,1,-0.28796297311782837,-4.975462913513184,-3.4285879135131836,-4.631712913513184
json_kv,10,qabs8cand5reuse,,K010014-97AJ8PD,14,A,A,1,-0.6225486993789673,-2.2319235801696777,-2.7475485801696777,-2.7319235801696777
json_kv,10,oracle_key_label,"key,label",K010014-97AJ8PD,14,A,A,1,-0.2793591022491455,-3.2481091022491455,-3.4199841022491455,-3.7168591022491455
json_kv,10,oracle_record,record,K010014-97AJ8PD,14,A,A,1,-0.23537513613700867,-3.688500165939331,-3.485375165939331,-4.110374927520752
json_kv,11,baseline,,K011010-2TH5XC7,10,A,A,1,-0.4521641135215759,-3.3271641731262207,-3.6709141731262207,-3.5771641731262207
json_kv,11,qabs8cand5reuse,,K011010-2TH5XC7,10,A,A,1,-0.32159918546676636,-5.751286506652832,-3.930974245071411,-2.634099245071411
json_kv,11,oracle_key_label,"key,label",K011010-2TH5XC7,10,A,A,1,-0.44165167212486267,-3.6760265827178955,-3.4260265827178955,-2.6447765827178955
json_kv,11,oracle_record,record,K011010-2TH5XC7,10,A,A,1,-0.4548977017402649,-3.42364764213562,-3.37677264213562,-2.70489764213562
json_kv,12,baseline,,K012009-DRZRQZN,9,D,C,0,-4.381716251373291,-5.069216251373291,-0.28796637058258057,-3.006716251373291
json_kv,12,qabs8cand5reuse,,K012009-DRZRQZN,9,D,C,0,-3.195969820022583,-3.274094820022583,-0.4303448796272278,-2.274094820022583
json_kv,12,oracle_key_label,"key,label",K012009-DRZRQZN,9,D,C,0,-3.472705841064453,-4.097705841064453,-0.34770575165748596,-1.9727057218551636
json_kv,12,oracle_record,record,K012009-DRZRQZN,9,D,C,0,-4.239035606384277,-4.254660606384277,-0.17653556168079376,-3.3484106063842773
json_kv,13,baseline,,K013008-PBMR3UJ,8,D,B,0,-3.869863986968994,-0.9011139273643494,-3.010488986968994,-1.4792389869689941
json_kv,13,qabs8cand5reuse,,K013008-PBMR3UJ,8,D,B,0,-3.5582058429718018,-0.41758081316947937,-2.1207058429718018,-3.6832058429718018
json_kv,13,oracle_key_label,"key,label",K013008-PBMR3UJ,8,D,B,0,-3.7858219146728516,-0.7389469146728516,-2.9420719146728516,-1.2233219146728516
json_kv,13,oracle_record,record,K013008-PBMR3UJ,8,D,B,0,-3.396233558654785,-0.5837336778640747,-2.646233558654785,-1.7087336778640747
json_kv,14,baseline,,K014004-WEYBF59,4,A,A,1,-1.1909105777740479,-1.9877855777740479,-3.909660577774048,-5.737785339355469
json_kv,14,qabs8cand5reuse,,K014004-WEYBF59,4,A,A,1,-0.5124680399894714,-2.668718099594116,-4.028092861175537,-6.145280361175537
json_kv,14,oracle_key_label,"key,label",K014004-WEYBF59,4,A,A,1,-0.9684990644454956,-1.4216240644454956,-3.234124183654785,-4.960686683654785
json_kv,14,oracle_record,record,K014004-WEYBF59,4,A,A,1,-0.47776222229003906,-2.587137222290039,-3.946512222290039,-6.079324722290039
json_kv,15,baseline,,K015005-MMPQU5V,5,B,B,1,-2.2311697006225586,-0.637419581413269,-5.449919700622559,-2.6217947006225586
json_kv,15,qabs8cand5reuse,,K015005-MMPQU5V,5,B,B,1,-1.4234445095062256,-0.7046944499015808,-5.7671942710876465,-4.0796942710876465
json_kv,15,oracle_key_label,"key,label",K015005-MMPQU5V,5,B,B,1,-1.059949517250061,-0.934949517250061,-5.6380743980407715,-2.8880743980407715
json_kv,15,oracle_record,record,K015005-MMPQU5V,5,B,A,0,-0.6956819295883179,-1.1644319295883179,-6.008182048797607,-5.180057048797607
topic_table,0,baseline,,K000002-94FBTHJ,2,C,A,0,-0.9671555757522583,-3.0765304565429688,-2.5765304565429688,-5.014030456542969
topic_table,0,qabs8cand5reuse,,K000002-94FBTHJ,2,C,A,0,-1.5452739000320435,-3.201523780822754,-1.9046489000320435,-2.764023780822754
topic_table,0,oracle_key_label,"key,label",K000002-94FBTHJ,2,C,A,0,-1.3632242679595947,-3.3475992679595947,-2.8475992679595947,-3.9725992679595947
topic_table,0,oracle_record,record,K000002-94FBTHJ,2,C,A,0,-1.061600685119629,-3.155350685119629,-2.436600685119629,-4.405350685119629
topic_table,1,baseline,,K001015-KGHLCDQ,15,C,C,1,-4.539210796356201,-5.132960796356201,-0.2892109453678131,-6.906398296356201
topic_table,1,qabs8cand5reuse,,K001015-KGHLCDQ,15,C,C,1,-2.0203425884246826,-3.0828425884246826,-1.6140925884246826,-4.739092826843262
topic_table,1,oracle_key_label,"key,label",K001015-KGHLCDQ,15,C,C,1,-2.980405807495117,-3.542905807495117,-0.683530867099762,-5.894468307495117
topic_table,1,oracle_record,record,K001015-KGHLCDQ,15,C,C,1,-3.734241008758545,-4.945178508758545,-0.5779910683631897,-6.148303508758545
topic_table,2,baseline,,K002000-HYSMQDD,0,A,A,1,-0.2552589178085327,-5.364634037017822,-6.341196537017822,-5.638071537017822
topic_table,2,qabs8cand5reuse,,K002000-HYSMQDD,0,A,A,1,-0.21547509729862213,-5.285787582397461,-6.309225082397461,-5.434225082397461
topic_table,2,oracle_key_label,"key,label",K002000-HYSMQDD,0,A,A,1,-0.34362757205963135,-5.046752452850342,-6.023314952850342,-5.171752452850342
topic_table,2,oracle_record,record,K002000-HYSMQDD,0,A,A,1,-0.29724550247192383,-5.047245502471924,-5.930058002471924,-5.070683002471924
topic_table,3,baseline,,K003004-FKHYPC2,4,D,D,1,-3.0612754821777344,-5.483150482177734,-4.631587982177734,-0.5612754821777344
topic_table,3,qabs8cand5reuse,,K003004-FKHYPC2,4,D,D,1,-2.0280561447143555,-4.5280561447143555,-1.871806025505066,-0.9186810255050659
topic_table,3,oracle_key_label,"key,label",K003004-FKHYPC2,4,D,D,1,-4.748224258422852,-6.677911758422852,-5.287286758422852,-0.2169744074344635
topic_table,3,oracle_record,record,K003004-FKHYPC2,4,D,D,1,-4.227517604827881,-6.665017604827881,-5.243142604827881,-0.21189266443252563
topic_table,4,baseline,,K004008-V45TNVP,8,A,A,1,-0.3230983316898346,-6.580910682678223,-4.307473182678223,-5.541848182678223
topic_table,4,qabs8cand5reuse,,K004008-V45TNVP,8,A,A,1,-0.9829139709472656,-3.4438514709472656,-2.9672889709472656,-1.9829139709472656
topic_table,4,oracle_key_label,"key,label",K004008-V45TNVP,8,A,A,1,-0.20981961488723755,-7.514507293701172,-5.584819793701172,-6.717632293701172
topic_table,4,oracle_record,record,K004008-V45TNVP,8,A,A,1,-0.13921113312244415,-7.561086177825928,-5.592336177825928,-6.834523677825928
topic_table,5,baseline,,K005007-B24BSJY,7,B,A,0,-0.7083081007003784,-1.5364331007003784,-4.817683219909668,-5.466120719909668
topic_table,5,qabs8cand5reuse,,K005007-B24BSJY,7,B,A,0,-0.3220606744289398,-3.0564355850219727,-3.8064355850219727,-5.025185585021973
topic_table,5,oracle_key_label,"key,label",K005007-B24BSJY,7,B,A,0,-0.47005870938301086,-1.7825586795806885,-4.555996417999268,-4.829433917999268
topic_table,5,oracle_record,record,K005007-B24BSJY,7,B,A,0,-0.3762763738632202,-2.0637764930725098,-5.04815149307251,-5.22783899307251
topic_table,6,baseline,,K006004-Q4U866Y,4,B,A,0,-1.5341438055038452,-2.0966439247131348,-3.5341439247131348,-2.7997689247131348
topic_table,6,qabs8cand5reuse,,K006004-Q4U866Y,4,B,A,0,-1.205446720123291,-2.658571720123291,-3.596071720123291,-3.064821720123291
topic_table,6,oracle_key_label,"key,label",K006004-Q4U866Y,4,B,A,0,-2.0088272094726562,-2.8213272094726562,-2.6807022094726562,-2.7275772094726562
topic_table,6,oracle_record,record,K006004-Q4U866Y,4,B,A,0,-1.9445120096206665,-2.600761890411377,-3.366386890411377,-2.460136890411377
topic_table,7,baseline,,K007013-MQNJ7HT,13,D,D,1,-5.870357513427734,-5.581295013427734,-2.3859825134277344,-0.2922323942184448
topic_table,7,qabs8cand5reuse,,K007013-MQNJ7HT,13,D,C,0,-4.5321736335754395,-3.4696736335754395,-0.7821736931800842,-1.7665486335754395
topic_table,7,oracle_key_label,"key,label",K007013-MQNJ7HT,13,D,D,1,-5.720219612121582,-4.774907112121582,-1.485844612121582,-0.6420946717262268
topic_table,7,oracle_record,record,K007013-MQNJ7HT,13,D,D,1,-6.585538864135742,-5.773038864135742,-3.1246016025543213,-0.1714765429496765
topic_table,8,baseline,,K008008-ZHC2XRK,8,C,C,1,-2.8739171028137207,-3.7020421028137207,-1.3270419836044312,-1.3739169836044312
topic_table,8,qabs8cand5reuse,,K008008-ZHC2XRK,8,C,A,0,-1.4015955924987793,-2.6047205924987793,-2.6203455924987793,-2.4484705924987793
topic_table,8,oracle_key_label,"key,label",K008008-ZHC2XRK,8,C,A,0,-1.6083142757415771,-3.061439275741577,-2.358314275741577,-1.8114392757415771
topic_table,8,oracle_record,record,K008008-ZHC2XRK,8,C,A,0,-1.3822247982025146,-3.6322247982025146,-2.5853497982025146,-1.9603497982025146
topic_table,9,baseline,,K009006-W9CYBYS,6,B,B,1,-1.9805946350097656,-0.7305946350097656,-3.7930946350097656,-6.105594635009766
topic_table,9,qabs8cand5reuse,,K009006-W9CYBYS,6,B,B,1,-1.4375718832015991,-0.7500718832015991,-3.7813220024108887,-5.500072002410889
topic_table,9,oracle_key_label,"key,label",K009006-W9CYBYS,6,B,B,1,-1.4534568786621094,-1.1097068786621094,-3.8597068786621094,-5.500331878662109
topic_table,9,oracle_record,record,K009006-W9CYBYS,6,B,B,1,-1.4488673210144043,-0.9644923210144043,-3.8551173210144043,-5.308242321014404
topic_table,10,baseline,,K010008-G5QVRY3,8,A,A,1,-0.881475567817688,-3.3033504486083984,-4.600225448608398,-2.2877254486083984
topic_table,10,qabs8cand5reuse,,K010008-G5QVRY3,8,A,A,1,-1.1331404447555542,-2.5237655639648438,-2.3831405639648438,-2.1487655639648438
topic_table,10,oracle_key_label,"key,label",K010008-G5QVRY3,8,A,A,1,-0.5027658343315125,-3.4246408939361572,-4.549640655517578,-2.6121408939361572
topic_table,10,oracle_record,record,K010008-G5QVRY3,8,A,A,1,-0.7327194809913635,-3.5764694213867188,-4.748344421386719,-1.7639694213867188
topic_table,11,baseline,,K011006-6RWJNMK,6,C,C,1,-2.4017679691314697,-4.612705230712891,-0.46426793932914734,-6.784580230712891
topic_table,11,qabs8cand5reuse,,K011006-6RWJNMK,6,C,A,0,-1.0740854740142822,-1.9334604740142822,-2.6053354740142822,-4.261585235595703
topic_table,11,oracle_key_label,"key,label",K011006-6RWJNMK,6,C,C,1,-2.9366281032562256,-4.647565841674805,-0.3585031032562256,-6.046003341674805
topic_table,11,oracle_record,record,K011006-6RWJNMK,6,C,C,1,-2.0125746726989746,-4.231324672698975,-0.5438247919082642,-6.020387172698975
topic_table,12,baseline,,K012013-KJ8FBYU,13,D,D,1,-4.981606483459473,-6.161293983459473,-5.598793983459473,-0.22379422187805176
topic_table,12,qabs8cand5reuse,,K012013-KJ8FBYU,13,D,D,1,-3.275822877883911,-3.916447877883911,-3.541447877883911,-0.8226979374885559
topic_table,12,oracle_key_label,"key,label",K012013-KJ8FBYU,13,D,D,1,-4.0172624588012695,-4.4078874588012695,-4.2438249588012695,-0.5953872203826904
topic_table,12,oracle_record,record,K012013-KJ8FBYU,13,D,D,1,-3.935530662536621,-3.990218162536621,-3.826155662536621,-0.5449057221412659
topic_table,13,baseline,,K013011-5E4FLKL,11,D,D,1,-3.377706527709961,-2.799581527709961,-3.158956527709961,-0.7995815277099609
topic_table,13,qabs8cand5reuse,,K013011-5E4FLKL,11,D,C,0,-2.7341315746307373,-3.0622565746307373,-2.0935065746307373,-2.1872565746307373
topic_table,13,oracle_key_label,"key,label",K013011-5E4FLKL,11,D,D,1,-3.263333559036255,-2.997708559036255,-3.232083559036255,-0.8883335590362549
topic_table,13,oracle_record,record,K013011-5E4FLKL,11,D,D,1,-2.8550057411193848,-2.8237557411193848,-3.1831307411193848,-1.0112557411193848
topic_table,14,baseline,,K014002-2AHPFBE,2,B,A,0,-2.014939069747925,-2.577439069747925,-2.343064069747925,-2.968064069747925
