task,base_task,requested_length,sample_id,method,executed_path,configured_sampled_quantile_sample_count,configured_index_bits_per_token,index_build_seconds,qk_prebuild_seconds,qk_prebuild_layers,qk_batched_allocation_layers,packed_qmse_sample_count,packed_qmse_value_sketch_rank,packed_qmse_value_sketch_bits,packed_qmse_value_sketch_executed,packed_qmse_value_sketch_tail_alpha,packed_qmse_debug_value_sketch_disabled,sampled_candidate_overflow_fraction,sampled_quantile_fallback,metric,score,prediction,answers,prompt_tokens,prefix_tokens,suffix_tokens,generated_tokens,configured_attention_fraction,configured_attention_tokens,configured_candidate_fraction,configured_projection_dim,configured_score_mode,attention_link_ratio,exact_qk_ratio,estimated_retained_mass,temporal_reuse_rate,gpu_kv_storage_ratio,scan_dimension_fraction,diagnostics_enabled,prefill_seconds,query_seconds,decode_seconds,online_seconds,total_seconds
niah_single_2_65536,niah_single_2,65536,niah_single_2_65536_1,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,8501590,"[""8501590""]",65030,64990,40,3,1.0,64990,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,65.30218971986324,0.31372383050620556,0.5201398935168982,0.8338637240231037,66.13605344388634
niah_single_2_65536,niah_single_2,65536,niah_single_2_65536_1,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.28219537902623415,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,8501590,"[""8501590""]",65030,64990,40,3,0.01969533774426835,1280,0.01969533774426835,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.019326379758627936,0.0,0.0,0.0,1.0,0.0,True,65.46630371455103,0.5947464993223548,1.0869991416111588,1.6817456409335136,67.14804935548455
niah_single_2_65536,niah_single_2,65536,niah_single_2_65536_3,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,7815076,"[""7815076""]",65027,64989,38,3,1.0,64989,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,65.52974562253803,0.31244770996272564,0.5222002631053329,0.8346479730680585,66.36439359560609
niah_single_2_65536,niah_single_2,65536,niah_single_2_65536_3,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.27625371143221855,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,7815076,"[""7815076""]",65027,64989,38,3,0.019695640800750897,1280,0.019695640800750897,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.01913841040910582,0.0,0.0,0.0,1.0,0.0,True,65.46926843374968,0.5889739952981472,1.0977479266002774,1.6867219218984246,67.1559903556481
niah_single_2_131072,niah_single_2,131072,niah_single_2_131072_0,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,9742683,"[""9742683""]",130580,130540,40,3,1.0,130540,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,221.71940731909126,0.6083200676366687,0.9767402745783329,1.5850603422150016,223.30446766130626
niah_single_2_131072,niah_single_2,131072,niah_single_2_131072_0,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6656,306.0,0.0,0.293152236379683,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,9742683,"[""9742683""]",130580,130540,40,3,0.009805423624942546,1280,0.009805423624942546,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.009701129591020133,0.0,0.0,0.0,1.0,0.0,True,221.63537725806236,0.9009206853806973,1.4374106777831912,2.3383313631638885,223.97370862122625
niah_single_2_131072,niah_single_2,131072,niah_single_2_131072_2,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,9273246,"[""9273246""]",130580,130540,40,3,1.0,130540,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,221.4927919441834,0.6091746734455228,0.9770153556019068,1.5861900290474296,223.07898197323084
niah_single_2_131072,niah_single_2,131072,niah_single_2_131072_2,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6656,306.0,0.0,0.28395472653210163,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,9273246,"[""9273246""]",130580,130540,40,3,0.009805423624942546,1280,0.009805423624942546,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.00969411466829018,0.0,0.0,0.0,1.0,0.0,True,221.4337177267298,0.8929831208661199,1.4396515088155866,2.3326346296817064,223.76635235641152
niah_single_2_131072,niah_single_2,131072,niah_single_2_131072_4,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,9124053,"[""9124053""]",130580,130540,40,3,1.0,130540,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,221.69193045329303,0.6073835697025061,0.9773028371855617,1.5846864068880677,223.2766168601811
niah_single_2_131072,niah_single_2,131072,niah_single_2_131072_4,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6656,306.0,0.0,0.26787608955055475,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,9124053,"[""9124053""]",130580,130540,40,3,0.009805423624942546,1280,0.009805423624942546,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.009561815818183094,0.0,0.0,0.0,1.0,0.0,True,221.45381153561175,0.8777747321873903,1.439441910944879,2.3172166431322694,223.77102817874402
niah_single_3_65536,niah_single_3,65536,niah_single_3_65536_1,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,d847dc53-c605-458a-8845-4343ddb449dc,"[""d847dc53-c605-458a-8845-4343ddb449dc""]",65039,65003,36,18,1.0,65003,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,65.28347430471331,0.3119077067822218,3.1400910457596183,3.45199875254184,68.73547305725515
niah_single_3_65536,niah_single_3,65536,niah_single_3_65536_1,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.2791971266269684,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,d847dc53-c605-458a-8845-4343ddb449dc,"[""d847dc53-c605-458a-8845-4343ddb449dc""]",65039,65003,36,18,0.019691398858514224,1280,0.019691398858514224,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.01954084585222978,0.0,0.0,0.0,1.0,0.0,True,65.43327219691128,0.5906263263896108,2.162018937058747,2.7526452634483576,68.18591746035963
niah_single_3_65536,niah_single_3,65536,niah_single_3_65536_3,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,9f6a6a65-bd54-4a04-8dcd-0009c8d57717,"[""9f6a6a65-bd54-4a04-8dcd-0009c8d57717""]",65051,65013,38,26,1.0,65013,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,65.43852645345032,0.31255519576370716,4.5447745975106955,4.857329793274403,70.29585624672472
niah_single_3_65536,niah_single_3,65536,niah_single_3_65536_3,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.28046051505953074,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,9f6a6a65-bd54-4a04-8dcd-0009c8d57717,"[""9f6a6a65-bd54-4a04-8dcd-0009c8d57717""]",65051,65013,38,26,0.019688370018304032,1280,0.019688370018304032,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.01938881679975657,0.0,0.0,0.0,1.0,0.0,True,65.55662509705871,0.5932101001963019,2.762068210169673,3.355278310365975,68.91190340742469
niah_single_3_131072,niah_single_3,131072,niah_single_3_131072_0,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,15149755-838e-4a61-9200-044b31487df8,"[""15149755-838e-4a61-9200-044b31487df8""]",130595,130557,38,20,1.0,130557,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,221.4448683289811,0.6067748507484794,6.530896252952516,7.1376711037009954,228.5825394326821
niah_single_3_131072,niah_single_3,131072,niah_single_3_131072_0,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6656,306.0,0.0,0.28495971765369177,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,15149755-838e-4a61-9200-044b31487df8,"[""15149755-838e-4a61-9200-044b31487df8""]",130595,130557,38,20,0.009804146847737004,1280,0.009804146847737004,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.009514653346314636,0.0,0.0,0.0,1.0,0.0,True,221.44255844596773,0.8926429273560643,3.2184516303241253,4.11109455768019,225.55365300364792
niah_single_3_131072,niah_single_3,131072,niah_single_3_131072_2,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,34a0dcd4-1a9a-429e-95ee-25876c98fd9b,"[""34a0dcd4-1a9a-429e-95ee-25876c98fd9b""]",130597,130561,36,25,1.0,130561,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,221.3773819822818,0.6071810023859143,8.170143154449761,8.777324156835675,230.15470613911748
niah_single_3_131072,niah_single_3,131072,niah_single_3_131072_2,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6656,306.0,0.0,0.2909622872248292,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,34a0dcd4-1a9a-429e-95ee-25876c98fd9b,"[""34a0dcd4-1a9a-429e-95ee-25876c98fd9b""]",130597,130561,36,25,0.009803846477891561,1280,0.009803846477891561,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.009647168205770659,0.0,0.0,0.0,1.0,0.0,True,221.7627772083506,0.8970839725807309,3.7610102305188775,4.658094203099608,226.4208714114502
niah_single_3_131072,niah_single_3,131072,niah_single_3_131072_4,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,1667c518-09b2-4ae6-94eb-4c91b784ae08,"[""1667c518-09b2-4ae6-94eb-4c91b784ae08""]",130604,130562,42,23,1.0,130562,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,221.53969939798117,0.6111180502921343,7.5145841194316745,8.125702169723809,229.66540156770498
niah_single_3_131072,niah_single_3,131072,niah_single_3_131072_4,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6656,306.0,0.0,0.2822032021358609,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,1667c518-09b2-4ae6-94eb-4c91b784ae08,"[""1667c518-09b2-4ae6-94eb-4c91b784ae08""]",130604,130562,42,23,0.009803771388305939,1280,0.009803771388305939,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.009587069620682424,0.0,0.0,0.0,1.0,0.0,True,221.58279379084706,0.8887753011658788,3.53172664437443,4.420501945540309,226.00329573638737
niah_multikey_1_65536,niah_multikey_1,65536,niah_multikey_1_65536_1,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,4387856,"[""4387856""]",65078,65042,36,3,1.0,65042,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,65.34575353004038,0.31141224782913923,0.5230762790888548,0.834488526917994,66.18024205695838
niah_multikey_1_65536,niah_multikey_1,65536,niah_multikey_1_65536_1,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.2798963636159897,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,4387856,"[""4387856""]",65078,65042,36,3,0.019679591648473296,1280,0.019679591648473296,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.019534861396021248,0.0,0.0,0.0,1.0,0.0,True,65.54661244153976,0.5914993910118937,1.0969772385433316,1.6884766295552254,67.23508907109499
niah_multikey_1_65536,niah_multikey_1,65536,niah_multikey_1_65536_3,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,1860847,"[""1860847""]",65076,65042,34,3,1.0,65042,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,65.52007632516325,0.3080402174964547,0.5196957755833864,0.8277359930798411,66.34781231824309
niah_multikey_1_65536,niah_multikey_1,65536,niah_multikey_1_65536_3,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.2795627936720848,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,1860847,"[""1860847""]",65076,65042,34,3,0.019679591648473296,1280,0.019679591648473296,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.019308487045474335,0.0,0.0,0.0,1.0,0.0,True,65.57897750195116,0.5879633827134967,1.0877608759328723,1.675724258646369,67.25470176059753
niah_multikey_1_131072,niah_multikey_1,131072,niah_multikey_1_131072_0,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,1157090,"[""1157090""]",130637,130595,42,3,1.0,130595,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,221.53976896684617,0.6120477374643087,0.976058897562325,1.5881066350266337,223.1278756018728
niah_multikey_1_131072,niah_multikey_1,131072,niah_multikey_1_131072_0,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6656,306.0,0.0,0.2886220831423998,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,1157090,"[""1157090""]",130637,130595,42,3,0.009801294077108618,1280,0.009801294077108618,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.009592924882754891,0.0,0.0,0.0,1.0,0.0,True,221.62277162075043,0.9016873482614756,1.441267365589738,2.3429547138512135,223.96572633460164
niah_multikey_1_131072,niah_multikey_1,131072,niah_multikey_1_131072_2,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,9394071,"[""9394071""]",130629,130595,34,3,1.0,130595,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,221.48333915136755,0.6008096002042294,0.976736031472683,1.5775456316769123,223.06088478304446
niah_multikey_1_131072,niah_multikey_1,131072,niah_multikey_1_131072_2,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6656,306.0,0.0,0.2883981987833977,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,9394071,"[""9394071""]",130629,130595,34,3,0.009801294077108618,1280,0.009801294077108618,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.009784745579914007,0.0,0.0,0.0,1.0,0.0,True,221.4295853730291,0.8892404120415449,1.4418981345370412,2.331138546578586,223.7607239196077
niah_multikey_1_131072,niah_multikey_1,131072,niah_multikey_1_131072_4,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,8256954,"[""8256954""]",130632,130594,38,3,1.0,130594,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,221.47264407295734,0.607658457942307,0.9766651066020131,1.58432356454432,223.05696763750166
niah_multikey_1_131072,niah_multikey_1,131072,niah_multikey_1_131072_4,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,6656,306.0,0.0,0.2858936758711934,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,8256954,"[""8256954""]",130632,130594,38,3,0.009801369128750173,1280,0.009801369128750173,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.009772505061093548,0.0,0.0,0.0,1.0,0.0,True,221.62912325374782,0.8930685939267278,1.4413344133645296,2.3344030072912574,223.96352626103908
niah_multikey_2_65536,niah_multikey_2,65536,niah_multikey_2_65536_1,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,8567843,"[""8567843""]",65046,65008,38,3,1.0,65008,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,65.32048823963851,0.3128798045217991,0.5227286731824279,0.835608477704227,66.15609671734273
niah_multikey_2_65536,niah_multikey_2,65536,niah_multikey_2_65536_1,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,qksieve_qmse_oas_requestlocal_valuesketch16_sorted_c64,3328,306.0,0.0,0.28932721074670553,32,32,512.0,16.0,4.0,1.0,0.5,0.0,0.0,0.0,ruler_string_match,1.0,8567843,"[""8567843""]",65046,65008,38,3,0.01968988432192961,1280,0.01968988432192961,128,pca_hierarchical_autoqmsetotal15z_qkmetric_qfused_gqa4_wmma_kappend_valuesketch16i4shared_wometric_sortcompact_unbiased_packed_direct_oas,0.01931201749632317,0.0,0.0,0.0,1.0,0.0,True,65.45510328467935,0.6021506870165467,1.08958307094872,1.6917337579652667,67.14683704264462
niah_multikey_2_65536,niah_multikey_2,65536,niah_multikey_2_65536_3,full_kv,full_kv,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ruler_string_match,1.0,8109291.,"[""8109291""]",65067,65031,36,4,1.0,65031,1.0,0,full_kv,1.0,1.0,1.0,0.0,1.0,1.0,True,65.51877182442695,0.31157184951007366,0.6928637819364667,1.0044356314465404,66.52320745587349
